"subject","md5.hash","item.number","element.number","Parte","Condition","Predicate","Valence","Exemplars","Left","Right","sentence","answer","rt","pilot","img_answer","Both","C","D","APBLUR","Foil"
"1491158110","0432dda45421f33292dc367ca27a1690",41,0,"OVERT","Both-Foil","loud/quiet","pos","instruments","Foil","Both","The instruments are loud.","Right",1310,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",71,0,"OVERT","Both-Foil","heavy/light","neg","books","Foil","Both","The books are light.","Right",1871,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",68,0,"OVERT","D-Foil","expensive/cheap","neg","cars","D","Foil","The cars are cheap.","Left",1735,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",52,0,"OVERT","Both-Foil","heavy/light","pos","bags","Both","Foil","The bags are heavy.","Left",1498,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",56,0,"OVERT","C-Foil","heavy/light","pos","bags","C","Foil","The bags are heavy.","Left",3391,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",43,0,"OVERT","C-Both","loud/quiet","pos","instruments","Both","C","The instruments are loud.","Left",3451,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",66,0,"OVERT","D-Both","expensive/cheap","neg","cars","D","Both","The cars are cheap.","Left",1375,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",73,0,"OVERT","D-Both","heavy/light","neg","books","Both","D","The books are light.","Right",1399,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",64,0,"OVERT","Both-Foil","expensive/cheap","neg","cars","Both","Foil","The cars are cheap.","Left",1580,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",70,0,"OVERT","Both-Foil","heavy/light","neg","bags","Both","Foil","The bags are light.","Left",1444,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",44,0,"OVERT","C-Foil","loud/quiet","pos","birds","C","Foil","The birds are loud.","Left",1549,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",46,0,"OVERT","Both-Foil","expensive/cheap","pos","cars","Both","Foil","The cars are expensive.","Left",1642,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",45,0,"OVERT","C-Foil","loud/quiet","pos","instruments","Foil","C","The instruments are loud.","Right",1234,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158110","0432dda45421f33292dc367ca27a1690",48,0,"OVERT","C-Both","expensive/cheap","pos","cars","C","Both","The cars are expensive.","Right",2045,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",2,0,"OVERT",NA,NA,NA,NA,NA,NA,"The bags are heavy.","Left",2814,"AP-OVERT",NA,NA,NA,NA,NA,NA
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",26,0,"AP","Both","loud/quiet","neg","instruments","AP","Both","The instruments are quiet.","Left",5447,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",5,0,"AP","Foil","loud/quiet","pos","birds","Foil","AP","The birds are loud.","Right",8623,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",13,0,"AP","Both","expensive/cheap","pos","cars","Both","AP","The cars are expensive.","Left",2857,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",31,0,"AP","Both","expensive/cheap","neg","cars","Both","AP","The cars are cheap.","Left",2833,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",29,0,"AP","Foil","expensive/cheap","neg","cars","Foil","AP","The cars are cheap.","Right",2207,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",3,0,"AP","C","loud/quiet","pos","birds","C","AP","The birds are loud.","Right",4763,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",37,0,"AP","Both","heavy/light","neg","bags","Both","AP","The bags are light.","Left",5301,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",18,0,"AP","Foil","heavy/light","pos","books","AP","Foil","The books are heavy.","Left",3483,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",34,0,"AP","D","heavy/light","neg","books","AP","D","The books are light.","Right",2676,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",21,0,"AP","D","loud/quiet","neg","birds","D","AP","The birds are quiet.","Left",3601,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",27,0,"AP","D","expensive/cheap","neg","cars","D","AP","The cars are cheap.","Left",3038,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",23,0,"AP","Foil","loud/quiet","neg","birds","Foil","AP","The birds are quiet.","Right",2712,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",15,0,"AP","C","heavy/light","pos","bags","C","AP","The bags are heavy.","Right",2722,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",24,0,"AP","Foil","loud/quiet","neg","instruments","AP","Foil","The instruments are quiet.","Left",2498,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",25,0,"AP","Both","loud/quiet","neg","birds","Both","AP","The birds are quiet.","Left",2018,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",33,0,"AP","D","heavy/light","neg","bags","D","AP","The bags are light.","Left",2671,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",35,0,"AP","Foil","heavy/light","neg","bags","Foil","AP","The bags are light.","Right",2866,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",9,0,"AP","C","expensive/cheap","pos","cars","C","AP","The cars are expensive.","Right",4559,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",20,0,"AP","Both","heavy/light","pos","books","AP","Both","The books are heavy.","Right",1754,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",12,0,"AP","Foil","expensive/cheap","pos","watches","AP","Foil","The watches are expensive.","Left",2853,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",36,0,"AP","Foil","heavy/light","neg","books","AP","Foil","The books are light.","Left",2068,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",28,0,"AP","D","expensive/cheap","neg","watches","AP","D","The watches are cheap.","Right",2010,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",17,0,"AP","Foil","heavy/light","pos","bags","Foil","AP","The bags are heavy.","Right",1727,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",38,0,"AP","Both","heavy/light","neg","books","AP","Both","The books are light.","Right",2864,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",22,0,"AP","D","loud/quiet","neg","instruments","AP","D","The instruments are quiet.","Right",2730,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",8,0,"AP","Both","loud/quiet","pos","instruments","AP","Both","The instruments are loud.","Right",5650,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",4,0,"AP","C","loud/quiet","pos","instruments","AP","C","The instruments are loud.","Left",1933,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",19,0,"AP","Both","heavy/light","pos","bags","Both","AP","The bags are heavy.","Right",1746,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",14,0,"AP","Both","expensive/cheap","pos","watches","AP","Both","The watches are expensive.","Right",1640,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",30,0,"AP","Foil","expensive/cheap","neg","watches","AP","Foil","The watches are cheap.","Left",1650,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",7,0,"AP","Both","loud/quiet","pos","birds","Both","AP","The birds are loud.","Left",1495,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",16,0,"AP","C","heavy/light","pos","books","AP","C","The books are heavy.","Left",1446,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",6,0,"AP","Foil","loud/quiet","pos","instruments","AP","Foil","The instruments are loud.","Left",2011,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",11,0,"AP","Foil","expensive/cheap","pos","cars","Foil","AP","The cars are expensive.","Right",2539,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",32,0,"AP","Both","expensive/cheap","neg","watches","AP","Both","The watches are cheap.","Right",2247,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",10,0,"AP","C","expensive/cheap","pos","watches","AP","C","The watches are expensive.","Left",3363,"AP-OVERT","AP",FALSE,FALSE,FALSE,TRUE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",47,0,"OVERT","Both-Foil","expensive/cheap","pos","watches","Foil","Both","The watches are expensive.","Right",3661,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",41,0,"OVERT","Both-Foil","loud/quiet","pos","instruments","Foil","Both","The instruments are loud.","Right",1887,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",51,0,"OVERT","C-Foil","expensive/cheap","pos","watches","Foil","C","The watches are expensive.","Right",4783,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",73,0,"OVERT","D-Both","heavy/light","neg","books","Both","D","The books are light.","Right",2801,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",52,0,"OVERT","Both-Foil","heavy/light","pos","bags","Both","Foil","The bags are heavy.","Left",2539,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",68,0,"OVERT","D-Foil","expensive/cheap","neg","cars","D","Foil","The cars are cheap.","Left",2434,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",71,0,"OVERT","Both-Foil","heavy/light","neg","books","Foil","Both","The books are light.","Right",2413,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",45,0,"OVERT","C-Foil","loud/quiet","pos","instruments","Foil","C","The instruments are loud.","Right",3781,"AP-OVERT","C",FALSE,TRUE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",65,0,"OVERT","Both-Foil","expensive/cheap","neg","watches","Foil","Both","The watches are cheap.","Right",1956,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",55,0,"OVERT","C-Both","heavy/light","pos","books","Both","C","The books are heavy.","Left",2493,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",75,0,"OVERT","D-Foil","heavy/light","neg","books","Foil","D","The books are light.","Right",2497,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",48,0,"OVERT","C-Both","expensive/cheap","pos","cars","C","Both","The cars are expensive.","Right",2456,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",59,0,"OVERT","Both-Foil","loud/quiet","neg","instruments","Foil","Both","The instruments are quiet.","Right",8509,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",58,0,"OVERT","Both-Foil","loud/quiet","neg","birds","Both","Foil","The birds are quiet.","Left",2446,"AP-OVERT","Both",TRUE,FALSE,FALSE,FALSE,FALSE
"1491158119","de3c883b94a9afb92a331b4ee97a9a6c",63,0,"OVERT","D-Foil","loud/quiet","neg","instruments","Foil","D","The instruments are quiet.","Right",2602,"AP-OVERT","D",FALSE,FALSE,TRUE,FALSE,FALSE
